KODJAZ;AKRCIS;KODCIS;UROVEN;CHODNOTA;ZKRTEXT;TEXT;ADMPLOD;ADMNEPO;NADVAZ
"CS";"CZ-NACE_KL";80004;5;"23700";"Øezání, tvarování a koneèná úprava kamenù";"Øezání, tvarování a koneèná úprava kamenù";"01.01.2008";"09.09.9999";"2370"
"CS";"CZ-NACE_KL";80004;3;"239";"Vıroba brusiv a ostat. nekovovıch minerálních vırobkù j. n.";"Vıroba brusiv a ostatních nekovovıch minerálních vırobkù j. n.";"01.01.2008";"09.09.9999";"23"
"CS";"CZ-NACE_KL";80004;4;"2391";"Vıroba brusiv";"Vıroba brusiv";"01.01.2008";"09.09.9999";"239"
"CS";"CZ-NACE_KL";80004;5;"23910";"Vıroba brusiv";"Vıroba brusiv";"01.01.2008";"09.09.9999";"2391"
"CS";"CZ-NACE_KL";80004;4;"2399";"Vıroba ostatních nekovovıch minerálních vırobkù j. n.";"Vıroba ostatních nekovovıch minerálních vırobkù j. n.";"01.01.2008";"09.09.9999";"239"
"CS";"CZ-NACE_KL";80004;5;"23990";"Vıroba ostatních nekovovıch minerálních vırobkù j. n.";"Vıroba ostatních nekovovıch minerálních vırobkù j. n.";"01.01.2008";"09.09.9999";"2399"
"CS";"CZ-NACE_KL";80004;2;"24";"Vıroba základních kovù, hutní zpracování kovù; slévárenství";"Vıroba základních kovù, hutní zpracování kovù; slévárenství";"01.01.2008";"09.09.9999";"C"
"CS";"CZ-NACE_KL";80004;3;"241";"Vıroba sur. eleza, feroslitin, ploch.vır., tváøení za tepla";"Vıroba surového eleza, oceli a feroslitin, plochıch vırobkù (kromì pásky za studena), tváøení vırobkù za tepla";"01.01.2008";"09.09.9999";"24"
"CS";"CZ-NACE_KL";80004;4;"2410";"Vıroba sur. eleza, feroslitin, ploch.vır., tváøení za tepla";"Vıroba surového eleza, oceli a feroslitin, plochıch vırobkù (kromì pásky za studena), tváøení vırobkù za tepla";"01.01.2008";"09.09.9999";"241"
"CS";"CZ-NACE_KL";80004;5;"24101";"Vıroba surového eleza, oceli a feroslitin";"Vıroba surového eleza, oceli a feroslitin";"01.01.2008";"09.09.9999";"2410"
"CS";"CZ-NACE_KL";80004;5;"24102";"Vıroba plochıch vırobkù (kromì pásky za studena)";"Vıroba plochıch vırobkù (kromì pásky za studena)";"01.01.2008";"09.09.9999";"2410"
"CS";"CZ-NACE_KL";80004;5;"24103";"Tváøení vırobkù za tepla";"Tváøení vırobkù za tepla";"01.01.2008";"09.09.9999";"2410"
"CS";"CZ-NACE_KL";80004;3;"242";"Vıroba ocel. trubek, dutıch profilù a souv. potrub. tvarovek";"Vıroba ocelovıch trub, trubek, dutıch profilù a souvisejících potrubních tvarovek";"01.01.2008";"09.09.9999";"24"
"CS";"CZ-NACE_KL";80004;4;"2420";"Vıroba ocel. trubek, dutıch profilù a souv. potrub. tvarovek";"Vıroba ocelovıch trub, trubek, dutıch profilù a souvisejících potrubních tvarovek";"01.01.2008";"09.09.9999";"242"
"CS";"CZ-NACE_KL";80004;5;"24200";"Vıroba ocel. trubek, dutıch profilù a souv. potrub. tvarovek";"Vıroba ocelovıch trub, trubek, dutıch profilù a souvisejících potrubních tvarovek";"01.01.2008";"09.09.9999";"2420"
"CS";"CZ-NACE_KL";80004;3;"243";"Vıroba ostatních vırobkù jednostupòovım zpracováním oceli";"Vıroba ostatních vırobkù získanıch jednostupòovım zpracováním oceli";"01.01.2008";"09.09.9999";"24"
"CS";"CZ-NACE_KL";80004;4;"2431";"Taení tyèí za studena";"Taení tyèí za studena";"01.01.2008";"09.09.9999";"243"
"CS";"CZ-NACE_KL";80004;5;"24310";"Taení tyèí za studena";"Taení tyèí za studena";"01.01.2008";"09.09.9999";"2431"
"CS";"CZ-NACE_KL";80004;4;"2432";"Válcování ocelovıch úzkıch pásù za studena";"Válcování ocelovıch úzkıch pásù za studena";"01.01.2008";"09.09.9999";"243"
"CS";"CZ-NACE_KL";80004;5;"24320";"Válcování ocelovıch úzkıch pásù za studena";"Válcování ocelovıch úzkıch pásù za studena";"01.01.2008";"09.09.9999";"2432"
"CS";"CZ-NACE_KL";80004;4;"2433";"Tváøení ocelovıch profilù za studena";"Tváøení ocelovıch profilù za studena";"01.01.2008";"09.09.9999";"243"
"CS";"CZ-NACE_KL";80004;5;"24330";"Tváøení ocelovıch profilù za studena";"Tváøení ocelovıch profilù za studena";"01.01.2008";"09.09.9999";"2433"
"CS";"CZ-NACE_KL";80004;4;"2434";"Taení ocelového drátu za studena";"Taení ocelového drátu za studena";"01.01.2008";"09.09.9999";"243"
"CS";"CZ-NACE_KL";80004;5;"24340";"Taení ocelového drátu za studena";"Taení ocelového drátu za studena";"01.01.2008";"09.09.9999";"2434"
"CS";"CZ-NACE_KL";80004;3;"244";"Vıroba a hutní zpracování drahıch a neeleznıch kovù";"Vıroba a hutní zpracování drahıch a neeleznıch kovù";"01.01.2008";"09.09.9999";"24"
"CS";"CZ-NACE_KL";80004;4;"2441";"Vıroba a hutní zpracování drahıch kovù";"Vıroba a hutní zpracování drahıch kovù";"01.01.2008";"09.09.9999";"244"
"CS";"CZ-NACE_KL";80004;5;"24410";"Vıroba a hutní zpracování drahıch kovù";"Vıroba a hutní zpracování drahıch kovù";"01.01.2008";"09.09.9999";"2441"
"CS";"CZ-NACE_KL";80004;4;"2442";"Vıroba a hutní zpracování hliníku";"Vıroba a hutní zpracování hliníku";"01.01.2008";"09.09.9999";"244"
"CS";"CZ-NACE_KL";80004;5;"24420";"Vıroba a hutní zpracování hliníku";"Vıroba a hutní zpracování hliníku";"01.01.2008";"09.09.9999";"2442"
"CS";"CZ-NACE_KL";80004;4;"2443";"Vıroba a hutní zpracování olova, zinku a cínu";"Vıroba a hutní zpracování olova, zinku a cínu";"01.01.2008";"09.09.9999";"244"
"CS";"CZ-NACE_KL";80004;5;"24430";"Vıroba a hutní zpracování olova, zinku a cínu";"Vıroba a hutní zpracování olova, zinku a cínu";"01.01.2008";"09.09.9999";"2443"
"CS";"CZ-NACE_KL";80004;4;"2444";"Vıroba a hutní zpracování mìdi";"Vıroba a hutní zpracování mìdi";"01.01.2008";"09.09.9999";"244"
"CS";"CZ-NACE_KL";80004;5;"24440";"Vıroba a hutní zpracování mìdi";"Vıroba a hutní zpracování mìdi";"01.01.2008";"09.09.9999";"2444"
"CS";"CZ-NACE_KL";80004;4;"2445";"Vıroba a hutní zpracování ostatních neeleznıch kovù";"Vıroba a hutní zpracování ostatních neeleznıch kovù";"01.01.2008";"09.09.9999";"244"
"CS";"CZ-NACE_KL";80004;5;"24450";"Vıroba a hutní zpracování ostatních neeleznıch kovù";"Vıroba a hutní zpracování ostatních neeleznıch kovù";"01.01.2008";"09.09.9999";"2445"
"CS";"CZ-NACE_KL";80004;4;"2446";"Zpracování jaderného paliva";"Zpracování jaderného paliva";"01.01.2008";"09.09.9999";"244"
"CS";"CZ-NACE_KL";80004;5;"24460";"Zpracování jaderného paliva";"Zpracování jaderného paliva";"01.01.2008";"09.09.9999";"2446"
"CS";"CZ-NACE_KL";80004;3;"245";"Slévárenství";"Slévárenství";"01.01.2008";"09.09.9999";"24"
"CS";"CZ-NACE_KL";80004;4;"2451";"Vıroba odlitkù z litiny";"Vıroba odlitkù z litiny";"01.01.2008";"09.09.9999";"245"
"CS";"CZ-NACE_KL";80004;5;"24511";"Vıroba odlitkù z litiny s lupínkovım grafitem";"Vıroba odlitkù z litiny s lupínkovım grafitem";"01.01.2008";"09.09.9999";"2451"
"CS";"CZ-NACE_KL";80004;5;"24512";"Vıroba odlitkù z litiny s kulièkovım grafitem";"Vıroba odlitkù z litiny s kulièkovım grafitem";"01.01.2008";"09.09.9999";"2451"
"CS";"CZ-NACE_KL";80004;5;"24519";"Vıroba ostatních odlitkù z litiny";"Vıroba ostatních odlitkù z litiny";"01.01.2008";"09.09.9999";"2451"
"CS";"CZ-NACE_KL";80004;4;"2452";"Vıroba odlitkù z oceli";"Vıroba odlitkù z oceli";"01.01.2008";"09.09.9999";"245"
"CS";"CZ-NACE_KL";80004;5;"24521";"Vıroba odlitkù z uhlíkatıch ocelí";"Vıroba odlitkù z uhlíkatıch ocelí";"01.01.2008";"09.09.9999";"2452"
"CS";"CZ-NACE_KL";80004;5;"24522";"Vıroba odlitkù z legovanıch ocelí";"Vıroba odlitkù z legovanıch ocelí";"01.01.2008";"09.09.9999";"2452"
"CS";"CZ-NACE_KL";80004;4;"2453";"Vıroba odlitkù z lehkıch neeleznıch kovù";"Vıroba odlitkù z lehkıch neeleznıch kovù";"01.01.2008";"09.09.9999";"245"
"CS";"CZ-NACE_KL";80004;5;"24530";"Vıroba odlitkù z lehkıch neeleznıch kovù";"Vıroba odlitkù z lehkıch neeleznıch kovù";"01.01.2008";"09.09.9999";"2453"
"CS";"CZ-NACE_KL";80004;4;"2454";"Vıroba odlitkù z ostatních neeleznıch kovù";"Vıroba odlitkù z ostatních neeleznıch kovù";"01.01.2008";"09.09.9999";"245"
"CS";"CZ-NACE_KL";80004;5;"24540";"Vıroba odlitkù z ostatních neeleznıch kovù";"Vıroba odlitkù z ostatních neeleznıch kovù";"01.01.2008";"09.09.9999";"2454"
"CS";"CZ-NACE_KL";80004;2;"25";"Vıroba kovovıch konstrukcí, vırobkù, kromì strojù a zaøízení";"Vıroba kovovıch konstrukcí a kovodìlnıch vırobkù, kromì strojù a zaøízení";"01.01.2008";"09.09.9999";"C"
"CS";"CZ-NACE_KL";80004;3;"251";"Vıroba konstrukèních kovovıch vırobkù";"Vıroba konstrukèních kovovıch vırobkù";"01.01.2008";"09.09.9999";"25"
"CS";"CZ-NACE_KL";80004;4;"2511";"Vıroba kovovıch konstrukcí a jejich dílù";"Vıroba kovovıch konstrukcí a jejich dílù";"01.01.2008";"09.09.9999";"251"
"CS";"CZ-NACE_KL";80004;5;"25110";"Vıroba kovovıch konstrukcí a jejich dílù";"Vıroba kovovıch konstrukcí a jejich dílù";"01.01.2008";"09.09.9999";"2511"
"CS";"CZ-NACE_KL";80004;4;"2512";"Vıroba kovovıch dveøí a oken";"Vıroba kovovıch dveøí a oken";"01.01.2008";"09.09.9999";"251"
"CS";"CZ-NACE_KL";80004;5;"25120";"Vıroba kovovıch dveøí a oken";"Vıroba kovovıch dveøí a oken";"01.01.2008";"09.09.9999";"2512"
"CS";"CZ-NACE_KL";80004;3;"252";"Vıroba radiátorù, kotlù k ústøednímu topení, kovovıch nádrí";"Vıroba radiátorù a kotlù k ústøednímu topení, kovovıch nádrí a zásobníkù";"01.01.2008";"09.09.9999";"25"
"CS";"CZ-NACE_KL";80004;4;"2521";"Vıroba radiátorù a kotlù k ústøednímu topení";"Vıroba radiátorù a kotlù k ústøednímu topení";"01.01.2008";"09.09.9999";"252"
"CS";"CZ-NACE_KL";80004;5;"25210";"Vıroba radiátorù a kotlù k ústøednímu topení";"Vıroba radiátorù a kotlù k ústøednímu topení";"01.01.2008";"09.09.9999";"2521"
"CS";"CZ-NACE_KL";80004;4;"2529";"Vıroba kovovıch nádrí a zásobníkù";"Vıroba kovovıch nádrí a zásobníkù";"01.01.2008";"09.09.9999";"252"
"CS";"CZ-NACE_KL";80004;5;"25290";"Vıroba kovovıch nádrí a zásobníkù";"Vıroba kovovıch nádrí a zásobníkù";"01.01.2008";"09.09.9999";"2529"
"CS";"CZ-NACE_KL";80004;3;"253";"Vıroba parních kotlù, kromì kotlù pro ústøední topení";"Vıroba parních kotlù, kromì kotlù pro ústøední topení";"01.01.2008";"09.09.9999";"25"
"CS";"CZ-NACE_KL";80004;4;"2530";"Vıroba parních kotlù, kromì kotlù pro ústøední topení";"Vıroba parních kotlù, kromì kotlù pro ústøední topení";"01.01.2008";"09.09.9999";"253"
"CS";"CZ-NACE_KL";80004;5;"25300";"Vıroba parních kotlù, kromì kotlù pro ústøední topení";"Vıroba parních kotlù, kromì kotlù pro ústøední topení";"01.01.2008";"09.09.9999";"2530"
"CS";"CZ-NACE_KL";80004;3;"254";"Vıroba zbraní a støeliva";"Vıroba zbraní a støeliva";"01.01.2008";"09.09.9999";"25"
"CS";"CZ-NACE_KL";80004;4;"2540";"Vıroba zbraní a støeliva";"Vıroba zbraní a støeliva";"01.01.2008";"09.09.9999";"254"
"CS";"CZ-NACE_KL";80004;5;"25400";"Vıroba zbraní a støeliva";"Vıroba zbraní a støeliva";"01.01.2008";"09.09.9999";"2540"
"CS";"CZ-NACE_KL";80004;3;"255";"Kování, lisování, raení, válcování kovù; prášk. metalurgie";"Kování, lisování, raení, válcování a protlaèování kovù; prášková metalurgie";"01.01.2008";"09.09.9999";"25"
"CS";"CZ-NACE_KL";80004;4;"2550";"Kování, lisování, raení, válcování kovù; prášk. metalurgie";"Kování, lisování, raení, válcování a protlaèování kovù; prášková metalurgie";"01.01.2008";"09.09.9999";"255"
"CS";"CZ-NACE_KL";80004;5;"25500";"Kování, lisování, raení, válcování kovù; prášk. metalurgie";"Kování, lisování, raení, válcování a protlaèování kovù; prášková metalurgie";"01.01.2008";"09.09.9999";"2550"
"CS";"CZ-NACE_KL";80004;3;"256";"Povrchová úprava a zušlechování kovù; obrábìní";"Povrchová úprava a zušlechování kovù; obrábìní";"01.01.2008";"09.09.9999";"25"
"CS";"CZ-NACE_KL";80004;4;"2561";"Povrchová úprava a zušlechování kovù";"Povrchová úprava a zušlechování kovù";"01.01.2008";"09.09.9999";"256"
"CS";"CZ-NACE_KL";80004;5;"25610";"Povrchová úprava a zušlechování kovù";"Povrchová úprava a zušlechování kovù";"01.01.2008";"09.09.9999";"2561"
"CS";"CZ-NACE_KL";80004;4;"2562";"Obrábìní";"Obrábìní";"01.01.2008";"09.09.9999";"256"
"CS";"CZ-NACE_KL";80004;5;"25620";"Obrábìní";"Obrábìní";"01.01.2008";"09.09.9999";"2562"
"CS";"CZ-NACE_KL";80004;3;"257";"Vıroba noíøskıch vırobkù, nástrojù a elezáøskıch vırobkù";"Vıroba noíøskıch vırobkù, nástrojù a elezáøskıch vırobkù";"01.01.2008";"09.09.9999";"25"
"CS";"CZ-NACE_KL";80004;4;"2571";"Vıroba noíøskıch vırobkù";"Vıroba noíøskıch vırobkù";"01.01.2008";"09.09.9999";"257"
"CS";"CZ-NACE_KL";80004;5;"25710";"Vıroba noíøskıch vırobkù";"Vıroba noíøskıch vırobkù";"01.01.2008";"09.09.9999";"2571"
"CS";"CZ-NACE_KL";80004;4;"2572";"Vıroba zámkù a kování";"Vıroba zámkù a kování";"01.01.2008";"09.09.9999";"257"
"CS";"CZ-NACE_KL";80004;5;"25720";"Vıroba zámkù a kování";"Vıroba zámkù a kování";"01.01.2008";"09.09.9999";"2572"
"CS";"CZ-NACE_KL";80004;4;"2573";"Vıroba nástrojù a náøadí";"Vıroba nástrojù a náøadí";"01.01.2008";"09.09.9999";"257"
"CS";"CZ-NACE_KL";80004;5;"25730";"Vıroba nástrojù a náøadí";"Vıroba nástrojù a náøadí";"01.01.2008";"09.09.9999";"2573"
"CS";"CZ-NACE_KL";80004;3;"259";"Vıroba ostatních kovodìlnıch vırobkù";"Vıroba ostatních kovodìlnıch vırobkù";"01.01.2008";"09.09.9999";"25"
"CS";"CZ-NACE_KL";80004;4;"2591";"Vıroba ocelovıch sudù a podobnıch nádob";"Vıroba ocelovıch sudù a podobnıch nádob";"01.01.2008";"09.09.9999";"259"
"CS";"CZ-NACE_KL";80004;5;"25910";"Vıroba ocelovıch sudù a podobnıch nádob";"Vıroba ocelovıch sudù a podobnıch nádob";"01.01.2008";"09.09.9999";"2591"
"CS";"CZ-NACE_KL";80004;4;"2592";"Vıroba drobnıch kovovıch obalù";"Vıroba drobnıch kovovıch obalù";"01.01.2008";"09.09.9999";"259"
"CS";"CZ-NACE_KL";80004;5;"25920";"Vıroba drobnıch kovovıch obalù";"Vıroba drobnıch kovovıch obalù";"01.01.2008";"09.09.9999";"2592"
"CS";"CZ-NACE_KL";80004;4;"2593";"Vıroba drátìnıch vırobkù, øetìzù a pruin";"Vıroba drátìnıch vırobkù, øetìzù a pruin";"01.01.2008";"09.09.9999";"259"
"CS";"CZ-NACE_KL";80004;5;"25930";"Vıroba drátìnıch vırobkù, øetìzù a pruin";"Vıroba drátìnıch vırobkù, øetìzù a pruin";"01.01.2008";"09.09.9999";"2593"
"CS";"CZ-NACE_KL";80004;4;"2594";"Vıroba spojovacích materiálù a spojovacích vırobkù se závity";"Vıroba spojovacích materiálù a spojovacích vırobkù se závity";"01.01.2008";"09.09.9999";"259"
"CS";"CZ-NACE_KL";80004;5;"25940";"Vıroba spojovacích materiálù a spojovacích vırobkù se závity";"Vıroba spojovacích materiálù a spojovacích vırobkù se závity";"01.01.2008";"09.09.9999";"2594"
"CS";"CZ-NACE_KL";80004;4;"2599";"Vıroba ostatních kovodìlnıch vırobkù j. n.";"Vıroba ostatních kovodìlnıch vırobkù j. n.";"01.01.2008";"09.09.9999";"259"
"CS";"CZ-NACE_KL";80004;5;"25990";"Vıroba ostatních kovodìlnıch vırobkù j. n.";"Vıroba ostatních kovodìlnıch vırobkù j. n.";"01.01.2008";"09.09.9999";"2599"
"CS";"CZ-NACE_KL";80004;2;"26";"Vıroba poèítaèù, elektronickıch a optickıch pøístrojù";"Vıroba poèítaèù, elektronickıch a optickıch pøístrojù a zaøízení";"01.01.2008";"09.09.9999";"C"
"CS";"CZ-NACE_KL";80004;3;"261";"Vıroba elektronickıch souèástek a desek";"Vıroba elektronickıch souèástek a desek";"01.01.2008";"09.09.9999";"26"
"CS";"CZ-NACE_KL";80004;4;"2611";"Vıroba elektronickıch souèástek";"Vıroba elektronickıch souèástek";"01.01.2008";"09.09.9999";"261"
"CS";"CZ-NACE_KL";80004;5;"26110";"Vıroba elektronickıch souèástek";"Vıroba elektronickıch souèástek";"01.01.2008";"09.09.9999";"2611"
"CS";"CZ-NACE_KL";80004;4;"2612";"Vıroba osazenıch elektronickıch desek";"Vıroba osazenıch elektronickıch desek";"01.01.2008";"09.09.9999";"261"
"CS";"CZ-NACE_KL";80004;5;"26120";"Vıroba osazenıch elektronickıch desek";"Vıroba osazenıch elektronickıch desek";"01.01.2008";"09.09.9999";"2612"
"CS";"CZ-NACE_KL";80004;3;"262";"Vıroba poèítaèù a periferních zaøízení";"Vıroba poèítaèù a periferních zaøízení";"01.01.2008";"09.09.9999";"26"
"CS";"CZ-NACE_KL";80004;4;"2620";"Vıroba poèítaèù a periferních zaøízení";"Vıroba poèítaèù a periferních zaøízení";"01.01.2008";"09.09.9999";"262"
"CS";"CZ-NACE_KL";80004;5;"26200";"Vıroba poèítaèù a periferních zaøízení";"Vıroba poèítaèù a periferních zaøízení";"01.01.2008";"09.09.9999";"2620"
"CS";"CZ-NACE_KL";80004;3;"263";"Vıroba komunikaèních zaøízení";"Vıroba komunikaèních zaøízení";"01.01.2008";"09.09.9999";"26"
"CS";"CZ-NACE_KL";80004;4;"2630";"Vıroba komunikaèních zaøízení";"Vıroba komunikaèních zaøízení";"01.01.2008";"09.09.9999";"263"
"CS";"CZ-NACE_KL";80004;5;"26300";"Vıroba komunikaèních zaøízení";"Vıroba komunikaèních zaøízení";"01.01.2008";"09.09.9999";"2630"
"CS";"CZ-NACE_KL";80004;3;"264";"Vıroba spotøební elektroniky";"Vıroba spotøební elektroniky";"01.01.2008";"09.09.9999";"26"
"CS";"CZ-NACE_KL";80004;4;"2640";"Vıroba spotøební elektroniky";"Vıroba spotøební elektroniky";"01.01.2008";"09.09.9999";"264"
"CS";"CZ-NACE_KL";80004;5;"26400";"Vıroba spotøební elektroniky";"Vıroba spotøební elektroniky";"01.01.2008";"09.09.9999";"2640"
"CS";"CZ-NACE_KL";80004;3;"265";"Vıroba mìøicích, zkušebních, navigaèních, èasomìr. pøístrojù";"Vıroba mìøicích, zkušebních a navigaèních pøístrojù; vıroba èasomìrnıch pøístrojù";"01.01.2008";"09.09.9999";"26"
"CS";"CZ-NACE_KL";80004;4;"2651";"Vıroba mìøicích, zkušebních a navigaèních pøístrojù";"Vıroba mìøicích, zkušebních a navigaèních pøístrojù";"01.01.2008";"09.09.9999";"265"
"CS";"CZ-NACE_KL";80004;5;"26510";"Vıroba mìøicích, zkušebních a navigaèních pøístrojù";"Vıroba mìøicích, zkušebních a navigaèních pøístrojù";"01.01.2008";"09.09.9999";"2651"
"CS";"CZ-NACE_KL";80004;4;"2652";"Vıroba èasomìrnıch pøístrojù";"Vıroba èasomìrnıch pøístrojù";"01.01.2008";"09.09.9999";"265"
"CS";"CZ-NACE_KL";80004;5;"26520";"Vıroba èasomìrnıch pøístrojù";"Vıroba èasomìrnıch pøístrojù";"01.01.2008";"09.09.9999";"2652"
"CS";"CZ-NACE_KL";80004;3;"266";"Vıroba ozaøovacích, elektroléèeb. a elektroterap. pøístrojù";"Vıroba ozaøovacích, elektroléèebnıch a elektroterapeutickıch pøístrojù";"01.01.2008";"09.09.9999";"26"
"CS";"CZ-NACE_KL";80004;4;"2660";"Vıroba ozaøovacích, elektroléèeb. a elektroterap. pøístrojù";"Vıroba ozaøovacích, elektroléèebnıch a elektroterapeutickıch pøístrojù";"01.01.2008";"09.09.9999";"266"
"CS";"CZ-NACE_KL";80004;5;"26600";"Vıroba ozaøovacích, elektroléèeb. a elektroterap. pøístrojù";"Vıroba ozaøovacích, elektroléèebnıch a elektroterapeutickıch pøístrojù";"01.01.2008";"09.09.9999";"2660"
"CS";"CZ-NACE_KL";80004;3;"267";"Vıroba optickıch a fotografickıch pøístrojù a zaøízení";"Vıroba optickıch a fotografickıch pøístrojù a zaøízení";"01.01.2008";"09.09.9999";"26"
"CS";"CZ-NACE_KL";80004;4;"2670";"Vıroba optickıch a fotografickıch pøístrojù a zaøízení";"Vıroba optickıch a fotografickıch pøístrojù a zaøízení";"01.01.2008";"09.09.9999";"267"
"CS";"CZ-NACE_KL";80004;5;"26700";"Vıroba optickıch a fotografickıch pøístrojù a zaøízení";"Vıroba optickıch a fotografickıch pøístrojù a zaøízení";"01.01.2008";"09.09.9999";"2670"
"CS";"CZ-NACE_KL";80004;3;"268";"Vıroba magnetickıch a optickıch médií";"Vıroba magnetickıch a optickıch médií";"01.01.2008";"09.09.9999";"26"
"CS";"CZ-NACE_KL";80004;4;"2680";"Vıroba magnetickıch a optickıch médií";"Vıroba magnetickıch a optickıch médií";"01.01.2008";"09.09.9999";"268"
"CS";"CZ-NACE_KL";80004;5;"26800";"Vıroba magnetickıch a optickıch médií";"Vıroba magnetickıch a optickıch médií";"01.01.2008";"09.09.9999";"2680"
"CS";"CZ-NACE_KL";80004;2;"27";"Vıroba elektrickıch zaøízení";"Vıroba elektrickıch zaøízení";"01.01.2008";"09.09.9999";"C"
"CS";"CZ-NACE_KL";80004;3;"271";"Vıroba elektr.motorù,generátorù,transformátorù,rozvod.zaø.";"Vıroba elektrickıch motorù, generátorù, transformátorù a elektrickıch rozvodnıch a kontrolních zaøízení";"01.01.2008";"09.09.9999";"27"
"CS";"CZ-NACE_KL";80004;4;"2711";"Vıroba elektrickıch motorù, generátorù a transformátorù";"Vıroba elektrickıch motorù, generátorù a transformátorù";"01.01.2008";"09.09.9999";"271"
"CS";"CZ-NACE_KL";80004;5;"27110";"Vıroba elektrickıch motorù, generátorù a transformátorù";"Vıroba elektrickıch motorù, generátorù a transformátorù";"01.01.2008";"09.09.9999";"2711"
"CS";"CZ-NACE_KL";80004;4;"2712";"Vıroba elektrickıch rozvodnıch a kontrolních zaøízení";"Vıroba elektrickıch rozvodnıch a kontrolních zaøízení";"01.01.2008";"09.09.9999";"271"
"CS";"CZ-NACE_KL";80004;5;"27120";"Vıroba elektrickıch rozvodnıch a kontrolních zaøízení";"Vıroba elektrickıch rozvodnıch a kontrolních zaøízení";"01.01.2008";"09.09.9999";"2712"
"CS";"CZ-NACE_KL";80004;3;"272";"Vıroba baterií a akumulátorù";"Vıroba baterií a akumulátorù";"01.01.2008";"09.09.9999";"27"
"CS";"CZ-NACE_KL";80004;4;"2720";"Vıroba baterií a akumulátorù";"Vıroba baterií a akumulátorù";"01.01.2008";"09.09.9999";"272"
"CS";"CZ-NACE_KL";80004;5;"27200";"Vıroba baterií a akumulátorù";"Vıroba baterií a akumulátorù";"01.01.2008";"09.09.9999";"2720"
"CS";"CZ-NACE_KL";80004;3;"273";"Vıroba optickıch, elektr. kabelù, vodièù, elektroinst. zaø.";"Vıroba optickıch a elektrickıch kabelù, elektrickıch vodièù a elektroinstalaèních zaøízení";"01.01.2008";"09.09.9999";"27"
"CS";"CZ-NACE_KL";80004;4;"2731";"Vıroba optickıch kabelù";"Vıroba optickıch kabelù";"01.01.2008";"09.09.9999";"273"
"CS";"CZ-NACE_KL";80004;5;"27310";"Vıroba optickıch kabelù";"Vıroba optickıch kabelù";"01.01.2008";"09.09.9999";"2731"
"CS";"CZ-NACE_KL";80004;4;"2732";"Vıroba elektrickıch vodièù a kabelù j. n.";"Vıroba elektrickıch vodièù a kabelù j. n.";"01.01.2008";"09.09.9999";"273"
"CS";"CZ-NACE_KL";80004;5;"27320";"Vıroba elektrickıch vodièù a kabelù j. n.";"Vıroba elektrickıch vodièù a kabelù j. n.";"01.01.2008";"09.09.9999";"2732"
"CS";"CZ-NACE_KL";80004;4;"2733";"Vıroba elektroinstalaèních zaøízení";"Vıroba elektroinstalaèních zaøízení";"01.01.2008";"09.09.9999";"273"
"CS";"CZ-NACE_KL";80004;5;"27330";"Vıroba elektroinstalaèních zaøízení";"Vıroba elektroinstalaèních zaøízení";"01.01.2008";"09.09.9999";"2733"
"CS";"CZ-NACE_KL";80004;3;"274";"Vıroba elektrickıch osvìtlovacích zaøízení";"Vıroba elektrickıch osvìtlovacích zaøízení";"01.01.2008";"09.09.9999";"27"
"CS";"CZ-NACE_KL";80004;4;"2740";"Vıroba elektrickıch osvìtlovacích zaøízení";"Vıroba elektrickıch osvìtlovacích zaøízení";"01.01.2008";"09.09.9999";"274"
"CS";"CZ-NACE_KL";80004;5;"27400";"Vıroba elektrickıch osvìtlovacích zaøízení";"Vıroba elektrickıch osvìtlovacích zaøízení";"01.01.2008";"09.09.9999";"2740"
"CS";"CZ-NACE_KL";80004;3;"275";"Vıroba spotøebièù pøevánì pro domácnost";"Vıroba spotøebièù pøevánì pro domácnost";"01.01.2008";"09.09.9999";"27"
"CS";"CZ-NACE_KL";80004;4;"2751";"Vıroba elektrickıch spotøebièù pøevánì pro domácnost";"Vıroba elektrickıch spotøebièù pøevánì pro domácnost";"01.01.2008";"09.09.9999";"275"
"CS";"CZ-NACE_KL";80004;5;"27510";"Vıroba elektrickıch spotøebièù pøevánì pro domácnost";"Vıroba elektrickıch spotøebièù pøevánì pro domácnost";"01.01.2008";"09.09.9999";"2751"
"CS";"CZ-NACE_KL";80004;4;"2752";"Vıroba neelektrickıch spotøebièù pøevánì pro domácnost";"Vıroba neelektrickıch spotøebièù pøevánì pro domácnost";"01.01.2008";"09.09.9999";"275"
"CS";"CZ-NACE_KL";80004;5;"27520";"Vıroba neelektrickıch spotøebièù pøevánì pro domácnost";"Vıroba neelektrickıch spotøebièù pøevánì pro domácnost";"01.01.2008";"09.09.9999";"2752"
"CS";"CZ-NACE_KL";80004;3;"279";"Vıroba ostatních elektrickıch zaøízení";"Vıroba ostatních elektrickıch zaøízení";"01.01.2008";"09.09.9999";"27"
"CS";"CZ-NACE_KL";80004;4;"2790";"Vıroba ostatních elektrickıch zaøízení";"Vıroba ostatních elektrickıch zaøízení";"01.01.2008";"09.09.9999";"279"
"CS";"CZ-NACE_KL";80004;5;"27900";"Vıroba ostatních elektrickıch zaøízení";"Vıroba ostatních elektrickıch zaøízení";"01.01.2008";"09.09.9999";"2790"
"CS";"CZ-NACE_KL";80004;2;"28";"Vıroba strojù a zaøízení j. n.";"Vıroba strojù a zaøízení j. n.";"01.01.2008";"09.09.9999";"C"
