KODJAZ;AKRCIS;KODCIS;UROVEN;CHODNOTA;ZKRTEXT;TEXT;ADMPLOD;ADMNEPO;NADVAZ
"CS";"CZ-NACE_KL";80004;5;"46490";"Velkoobchod s ostatními vırobky pøevánì pro domácnost";"Velkoobchod s ostatními vırobky pøevánì pro domácnost";"01.01.2008";"09.09.9999";"4649"
"CS";"CZ-NACE_KL";80004;3;"465";"Velkoobchod s poèítaèovım a komunikaèním zaøízením";"Velkoobchod s poèítaèovım a komunikaèním zaøízením";"01.01.2008";"09.09.9999";"46"
"CS";"CZ-NACE_KL";80004;4;"4651";"VO s poèítaèi, poèítaèovım periferním zaøízením a softwarem";"Velkoobchod s poèítaèi, poèítaèovım periferním zaøízením a softwarem";"01.01.2008";"09.09.9999";"465"
"CS";"CZ-NACE_KL";80004;5;"46510";"VO s poèítaèi, poèítaèovım periferním zaøízením a softwarem";"Velkoobchod s poèítaèi, poèítaèovım periferním zaøízením a softwarem";"01.01.2008";"09.09.9999";"4651"
"CS";"CZ-NACE_KL";80004;4;"4652";"VO s elektronickım a telekomunikaèním zaøízením a jeho díly";"Velkoobchod s elektronickım a telekomunikaèním zaøízením a jeho díly";"01.01.2008";"09.09.9999";"465"
"CS";"CZ-NACE_KL";80004;5;"46520";"VO s elektronickım a telekomunikaèním zaøízením a jeho díly";"Velkoobchod s elektronickım a telekomunikaèním zaøízením a jeho díly";"01.01.2008";"09.09.9999";"4652"
"CS";"CZ-NACE_KL";80004;3;"466";"VO s ostatními stroji, strojním zaøízením a pøíslušenstvím";"Velkoobchod s ostatními stroji, strojním zaøízením a pøíslušenstvím";"01.01.2008";"09.09.9999";"46"
"CS";"CZ-NACE_KL";80004;4;"4661";"VO se zemìï. stroji, strojním zaøízením a pøíslušenstvím";"Velkoobchod se zemìdìlskımi stroji, strojním zaøízením a pøíslušenstvím";"01.01.2008";"09.09.9999";"466"
"CS";"CZ-NACE_KL";80004;5;"46610";"VO se zemìï. stroji, strojním zaøízením a pøíslušenstvím";"Velkoobchod se zemìdìlskımi stroji, strojním zaøízením a pøíslušenstvím";"01.01.2008";"09.09.9999";"4661"
"CS";"CZ-NACE_KL";80004;4;"4662";"Velkoobchod s obrábìcími stroji";"Velkoobchod s obrábìcími stroji";"01.01.2008";"09.09.9999";"466"
"CS";"CZ-NACE_KL";80004;5;"46620";"Velkoobchod s obrábìcími stroji";"Velkoobchod s obrábìcími stroji";"01.01.2008";"09.09.9999";"4662"
"CS";"CZ-NACE_KL";80004;4;"4663";"Velkoobchod s tìebními a stavebními stroji a zaøízením";"Velkoobchod s tìebními a stavebními stroji a zaøízením";"01.01.2008";"09.09.9999";"466"
"CS";"CZ-NACE_KL";80004;5;"46630";"Velkoobchod s tìebními a stavebními stroji a zaøízením";"Velkoobchod s tìebními a stavebními stroji a zaøízením";"01.01.2008";"09.09.9999";"4663"
"CS";"CZ-NACE_KL";80004;4;"4664";"VO se stroj.zaøíz.pro textilní prùm.,šicími,pletacími stroji";"Velkoobchod se strojním zaøízením pro textilní prùmysl, šicími a pletacími stroji";"01.01.2008";"09.09.9999";"466"
"CS";"CZ-NACE_KL";80004;5;"46640";"VO se stroj.zaøíz.pro textilní prùm.,šicími,pletacími stroji";"Velkoobchod se strojním zaøízením pro textilní prùmysl, šicími a pletacími stroji";"01.01.2008";"09.09.9999";"4664"
"CS";"CZ-NACE_KL";80004;4;"4665";"Velkoobchod s kanceláøskım nábytkem";"Velkoobchod s kanceláøskım nábytkem";"01.01.2008";"09.09.9999";"466"
"CS";"CZ-NACE_KL";80004;5;"46650";"Velkoobchod s kanceláøskım nábytkem";"Velkoobchod s kanceláøskım nábytkem";"01.01.2008";"09.09.9999";"4665"
"CS";"CZ-NACE_KL";80004;4;"4666";"Velkoobchod s ostatními kanceláøskımi stroji a zaøízením";"Velkoobchod s ostatními kanceláøskımi stroji a zaøízením";"01.01.2008";"09.09.9999";"466"
"CS";"CZ-NACE_KL";80004;5;"46660";"Velkoobchod s ostatními kanceláøskımi stroji a zaøízením";"Velkoobchod s ostatními kanceláøskımi stroji a zaøízením";"01.01.2008";"09.09.9999";"4666"
"CS";"CZ-NACE_KL";80004;4;"4669";"Velkoobchod s ostatními stroji a zaøízením";"Velkoobchod s ostatními stroji a zaøízením";"01.01.2008";"09.09.9999";"466"
"CS";"CZ-NACE_KL";80004;5;"46690";"Velkoobchod s ostatními stroji a zaøízením";"Velkoobchod s ostatními stroji a zaøízením";"01.01.2008";"09.09.9999";"4669"
"CS";"CZ-NACE_KL";80004;3;"467";"Ostatní specializovanı velkoobchod";"Ostatní specializovanı velkoobchod";"01.01.2008";"09.09.9999";"46"
"CS";"CZ-NACE_KL";80004;4;"4671";"VO s pevnımi, kapalnımi a plynnımi palivy a pøíbuzn. vırobky";"Velkoobchod s pevnımi, kapalnımi a plynnımi palivy a pøíbuznımi vırobky";"01.01.2008";"09.09.9999";"467"
"CS";"CZ-NACE_KL";80004;5;"46711";"Velkoobchod s pevnımi palivy a pøíbuznımi vırobky";"Velkoobchod s pevnımi palivy a pøíbuznımi vırobky";"01.01.2008";"09.09.9999";"4671"
"CS";"CZ-NACE_KL";80004;5;"46712";"Velkoobchod s kapalnımi palivy a pøíbuznımi vırobky";"Velkoobchod s kapalnımi palivy a pøíbuznımi vırobky";"01.01.2008";"09.09.9999";"4671"
"CS";"CZ-NACE_KL";80004;5;"46713";"Velkoobchod s plynnımi palivy a pøíbuznımi vırobky";"Velkoobchod s plynnımi palivy a pøíbuznımi vırobky";"01.01.2008";"09.09.9999";"4671"
"CS";"CZ-NACE_KL";80004;4;"4672";"Velkoobchod s rudami, kovy a hutními vırobky";"Velkoobchod s rudami, kovy a hutními vırobky";"01.01.2008";"09.09.9999";"467"
"CS";"CZ-NACE_KL";80004;5;"46720";"Velkoobchod s rudami, kovy a hutními vırobky";"Velkoobchod s rudami, kovy a hutními vırobky";"01.01.2008";"09.09.9999";"4672"
"CS";"CZ-NACE_KL";80004;4;"4673";"VO se døevem, stavebními materiály a sanitárním vybavením";"Velkoobchod se døevem, stavebními materiály a sanitárním vybavením";"01.01.2008";"09.09.9999";"467"
"CS";"CZ-NACE_KL";80004;5;"46730";"VO se døevem, stavebními materiály a sanitárním vybavením";"Velkoobchod se døevem, stavebními materiály a sanitárním vybavením";"01.01.2008";"09.09.9999";"4673"
"CS";"CZ-NACE_KL";80004;4;"4674";"VO s elezáøskım zboím, instalatér., topenáøskımi potøebami";"Velkoobchod s elezáøskım zboím, instalatérskımi a topenáøskımi potøebami";"01.01.2008";"09.09.9999";"467"
"CS";"CZ-NACE_KL";80004;5;"46740";"VO s elezáøskım zboím, instalatér., topenáøskımi potøebami";"Velkoobchod s elezáøskım zboím, instalatérskımi a topenáøskımi potøebami";"01.01.2008";"09.09.9999";"4674"
"CS";"CZ-NACE_KL";80004;4;"4675";"Velkoobchod s chemickımi vırobky";"Velkoobchod s chemickımi vırobky";"01.01.2008";"09.09.9999";"467"
"CS";"CZ-NACE_KL";80004;5;"46750";"Velkoobchod s chemickımi vırobky";"Velkoobchod s chemickımi vırobky";"01.01.2008";"09.09.9999";"4675"
"CS";"CZ-NACE_KL";80004;4;"4676";"Velkoobchod s ostatními meziprodukty";"Velkoobchod s ostatními meziprodukty";"01.01.2008";"09.09.9999";"467"
"CS";"CZ-NACE_KL";80004;5;"46761";"Velkoobchod s papírenskımi meziprodukty";"Velkoobchod s papírenskımi meziprodukty";"01.01.2008";"09.09.9999";"4676"
"CS";"CZ-NACE_KL";80004;5;"46769";"Velkoobchod s ostatními meziprodukty j. n.";"Velkoobchod s ostatními meziprodukty j. n.";"01.01.2008";"09.09.9999";"4676"
"CS";"CZ-NACE_KL";80004;4;"4677";"Velkoobchod s odpadem a šrotem";"Velkoobchod s odpadem a šrotem";"01.01.2008";"09.09.9999";"467"
"CS";"CZ-NACE_KL";80004;5;"46770";"Velkoobchod s odpadem a šrotem";"Velkoobchod s odpadem a šrotem";"01.01.2008";"09.09.9999";"4677"
"CS";"CZ-NACE_KL";80004;3;"469";"Nespecializovanı velkoobchod";"Nespecializovanı velkoobchod";"01.01.2008";"09.09.9999";"46"
"CS";"CZ-NACE_KL";80004;4;"4690";"Nespecializovanı velkoobchod";"Nespecializovanı velkoobchod";"01.01.2008";"09.09.9999";"469"
"CS";"CZ-NACE_KL";80004;5;"46900";"Nespecializovanı velkoobchod";"Nespecializovanı velkoobchod";"01.01.2008";"09.09.9999";"4690"
"CS";"CZ-NACE_KL";80004;2;"47";"Maloobchod, kromì motorovıch vozidel";"Maloobchod, kromì motorovıch vozidel";"01.01.2008";"09.09.9999";"G"
"CS";"CZ-NACE_KL";80004;3;"471";"Maloobchod v nespecializovanıch prodejnách";"Maloobchod v nespecializovanıch prodejnách";"01.01.2008";"09.09.9999";"47"
"CS";"CZ-NACE_KL";80004;4;"4711";"MO s pøevahou potravin,nápojù,tabák.vır. v nespec.prodejnách";"Maloobchod s pøevahou potravin, nápojù a tabákovıch vırobkù v nespecializovanıch prodejnách";"01.01.2008";"09.09.9999";"471"
"CS";"CZ-NACE_KL";80004;5;"47110";"MO s pøevahou potravin,nápojù,tabák.vır. v nespec.prodejnách";"Maloobchod s pøevahou potravin, nápojù a tabákovıch vırobkù v nespecializovanıch prodejnách";"01.01.2008";"09.09.9999";"4711"
"CS";"CZ-NACE_KL";80004;4;"4719";"Ostatní maloobchod v nespecializovanıch prodejnách";"Ostatní maloobchod v nespecializovanıch prodejnách";"01.01.2008";"09.09.9999";"471"
"CS";"CZ-NACE_KL";80004;5;"47190";"Ostatní maloobchod v nespecializovanıch prodejnách";"Ostatní maloobchod v nespecializovanıch prodejnách";"01.01.2008";"09.09.9999";"4719"
"CS";"CZ-NACE_KL";80004;3;"472";"MO s potravinami, nápoji, tabák.vır. ve specializ.prodejnách";"Maloobchod s potravinami, nápoji a tabákovımi vırobky ve specializovanıch prodejnách";"01.01.2008";"09.09.9999";"47"
"CS";"CZ-NACE_KL";80004;4;"4721";"Maloobchod s ovocem a zeleninou";"Maloobchod s ovocem a zeleninou";"01.01.2008";"09.09.9999";"472"
"CS";"CZ-NACE_KL";80004;5;"47210";"Maloobchod s ovocem a zeleninou";"Maloobchod s ovocem a zeleninou";"01.01.2008";"09.09.9999";"4721"
"CS";"CZ-NACE_KL";80004;4;"4722";"Maloobchod s masem a masnımi vırobky";"Maloobchod s masem a masnımi vırobky";"01.01.2008";"09.09.9999";"472"
"CS";"CZ-NACE_KL";80004;5;"47220";"Maloobchod s masem a masnımi vırobky";"Maloobchod s masem a masnımi vırobky";"01.01.2008";"09.09.9999";"4722"
"CS";"CZ-NACE_KL";80004;4;"4723";"Maloobchod s rybami, korıši a mìkkıši";"Maloobchod s rybami, korıši a mìkkıši";"01.01.2008";"09.09.9999";"472"
"CS";"CZ-NACE_KL";80004;5;"47230";"Maloobchod s rybami, korıši a mìkkıši";"Maloobchod s rybami, korıši a mìkkıši";"01.01.2008";"09.09.9999";"4723"
"CS";"CZ-NACE_KL";80004;4;"4724";"MO s chlebem, peèivem, cukráøskımi vırobky a cukrovinkami";"Maloobchod s chlebem, peèivem, cukráøskımi vırobky a cukrovinkami";"01.01.2008";"09.09.9999";"472"
"CS";"CZ-NACE_KL";80004;5;"47240";"MO s chlebem, peèivem, cukráøskımi vırobky a cukrovinkami";"Maloobchod s chlebem, peèivem, cukráøskımi vırobky a cukrovinkami";"01.01.2008";"09.09.9999";"4724"
"CS";"CZ-NACE_KL";80004;4;"4725";"Maloobchod s nápoji";"Maloobchod s nápoji";"01.01.2008";"09.09.9999";"472"
"CS";"CZ-NACE_KL";80004;5;"47250";"Maloobchod s nápoji";"Maloobchod s nápoji";"01.01.2008";"09.09.9999";"4725"
"CS";"CZ-NACE_KL";80004;4;"4726";"Maloobchod s tabákovımi vırobky";"Maloobchod s tabákovımi vırobky";"01.01.2008";"09.09.9999";"472"
"CS";"CZ-NACE_KL";80004;5;"47260";"Maloobchod s tabákovımi vırobky";"Maloobchod s tabákovımi vırobky";"01.01.2008";"09.09.9999";"4726"
"CS";"CZ-NACE_KL";80004;4;"4729";"Ostatní MO s potravinami ve specializovanıch prodejnách";"Ostatní maloobchod s potravinami ve specializovanıch prodejnách";"01.01.2008";"09.09.9999";"472"
"CS";"CZ-NACE_KL";80004;5;"47290";"Ostatní MO s potravinami ve specializovanıch prodejnách";"Ostatní maloobchod s potravinami ve specializovanıch prodejnách";"01.01.2008";"09.09.9999";"4729"
"CS";"CZ-NACE_KL";80004;3;"473";"MO s pohonnımi hmotami ve specializovanıch prodejnách";"Maloobchod s pohonnımi hmotami ve specializovanıch prodejnách";"01.01.2008";"09.09.9999";"47"
"CS";"CZ-NACE_KL";80004;4;"4730";"MO s pohonnımi hmotami ve specializovanıch prodejnách";"Maloobchod s pohonnımi hmotami ve specializovanıch prodejnách";"01.01.2008";"09.09.9999";"473"
"CS";"CZ-NACE_KL";80004;5;"47300";"MO s pohonnımi hmotami ve specializovanıch prodejnách";"Maloobchod s pohonnımi hmotami ve specializovanıch prodejnách";"01.01.2008";"09.09.9999";"4730"
"CS";"CZ-NACE_KL";80004;3;"474";"MO s poèítaèovım,komunikaèním zaøíz. ve specializ.prodejnách";"Maloobchod s poèítaèovım a komunikaèním zaøízením ve specializovanıch prodejnách";"01.01.2008";"09.09.9999";"47"
"CS";"CZ-NACE_KL";80004;4;"4741";"MO s poèítaèi, poèítaèovım periferním zaøízením a softwarem";"Maloobchod s poèítaèi, poèítaèovım periferním zaøízením a softwarem";"01.01.2008";"09.09.9999";"474"
"CS";"CZ-NACE_KL";80004;5;"47410";"MO s poèítaèi, poèítaèovım periferním zaøízením a softwarem";"Maloobchod s poèítaèi, poèítaèovım periferním zaøízením a softwarem";"01.01.2008";"09.09.9999";"4741"
"CS";"CZ-NACE_KL";80004;4;"4742";"Maloobchod s telekomunikaèním zaøízením";"Maloobchod s telekomunikaèním zaøízením";"01.01.2008";"09.09.9999";"474"
"CS";"CZ-NACE_KL";80004;5;"47420";"Maloobchod s telekomunikaèním zaøízením";"Maloobchod s telekomunikaèním zaøízením";"01.01.2008";"09.09.9999";"4742"
"CS";"CZ-NACE_KL";80004;4;"4743";"Maloobchod s audio- a videozaøízením";"Maloobchod s audio- a videozaøízením";"01.01.2008";"09.09.9999";"474"
"CS";"CZ-NACE_KL";80004;5;"47430";"Maloobchod s audio- a videozaøízením";"Maloobchod s audio- a videozaøízením";"01.01.2008";"09.09.9999";"4743"
"CS";"CZ-NACE_KL";80004;3;"475";"MO s ostat. vırobky pro domácnost ve specializ. prodejnách";"Maloobchod s ostatními vırobky pøevánì pro domácnost ve specializovanıch prodejnách";"01.01.2008";"09.09.9999";"47"
"CS";"CZ-NACE_KL";80004;4;"4751";"Maloobchod s textilem";"Maloobchod s textilem";"01.01.2008";"09.09.9999";"475"
"CS";"CZ-NACE_KL";80004;5;"47510";"Maloobchod s textilem";"Maloobchod s textilem";"01.01.2008";"09.09.9999";"4751"
"CS";"CZ-NACE_KL";80004;4;"4752";"MO s elezáø. zboím, barvami, sklem, potøebami pro kutily";"Maloobchod s elezáøskım zboím, barvami, sklem a potøebami pro kutily";"01.01.2008";"09.09.9999";"475"
"CS";"CZ-NACE_KL";80004;5;"47520";"MO s elezáø. zboím, barvami, sklem, potøebami pro kutily";"Maloobchod s elezáøskım zboím, barvami, sklem a potøebami pro kutily";"01.01.2008";"09.09.9999";"4752"
"CS";"CZ-NACE_KL";80004;4;"4753";"MO s koberci, podlahovımi krytinami a nástìnnımi obklady";"Maloobchod s koberci, podlahovımi krytinami a nástìnnımi obklady";"01.01.2008";"09.09.9999";"475"
"CS";"CZ-NACE_KL";80004;5;"47530";"MO s koberci, podlahovımi krytinami a nástìnnımi obklady";"Maloobchod s koberci, podlahovımi krytinami a nástìnnımi obklady";"01.01.2008";"09.09.9999";"4753"
"CS";"CZ-NACE_KL";80004;4;"4754";"Maloobchod s elektrospotøebièi a elektronikou";"Maloobchod s elektrospotøebièi a elektronikou";"01.01.2008";"09.09.9999";"475"
"CS";"CZ-NACE_KL";80004;5;"47540";"Maloobchod s elektrospotøebièi a elektronikou";"Maloobchod s elektrospotøebièi a elektronikou";"01.01.2008";"09.09.9999";"4754"
"CS";"CZ-NACE_KL";80004;4;"4759";"MO s nábytkem,svítidly,ost.vır.pro dom.ve spec.prodejnách";"Maloobchod s nábytkem, svítidly a ostatními vırobky pøevánì pro domácnost ve specializovanıch prodejnách";"01.01.2008";"09.09.9999";"475"
"CS";"CZ-NACE_KL";80004;5;"47590";"MO s nábytkem,svítidly,ost.vır.pro dom.ve spec.prodejnách";"Maloobchod s nábytkem, svítidly a ostatními vırobky pøevánì pro domácnost ve specializovanıch prodejnách";"01.01.2008";"09.09.9999";"4759"
"CS";"CZ-NACE_KL";80004;3;"476";"MO s vırobky pro kulturní rozhled ve specializ. prodejnách";"Maloobchod s vırobky pro kulturní rozhled a rekreaci ve specializovanıch prodejnách";"01.01.2008";"09.09.9999";"47"
"CS";"CZ-NACE_KL";80004;4;"4761";"Maloobchod s knihami";"Maloobchod s knihami";"01.01.2008";"09.09.9999";"476"
"CS";"CZ-NACE_KL";80004;5;"47610";"Maloobchod s knihami";"Maloobchod s knihami";"01.01.2008";"09.09.9999";"4761"
"CS";"CZ-NACE_KL";80004;4;"4762";"Maloobchod s novinami, èasopisy a papírnickım zboím";"Maloobchod s novinami, èasopisy a papírnickım zboím";"01.01.2008";"09.09.9999";"476"
"CS";"CZ-NACE_KL";80004;5;"47620";"Maloobchod s novinami, èasopisy a papírnickım zboím";"Maloobchod s novinami, èasopisy a papírnickım zboím";"01.01.2008";"09.09.9999";"4762"
"CS";"CZ-NACE_KL";80004;4;"4763";"Maloobchod s audio- a videozáznamy";"Maloobchod s audio- a videozáznamy";"01.01.2008";"09.09.9999";"476"
"CS";"CZ-NACE_KL";80004;5;"47630";"Maloobchod s audio- a videozáznamy";"Maloobchod s audio- a videozáznamy";"01.01.2008";"09.09.9999";"4763"
"CS";"CZ-NACE_KL";80004;4;"4764";"Maloobchod se sportovním vybavením";"Maloobchod se sportovním vybavením";"01.01.2008";"09.09.9999";"476"
"CS";"CZ-NACE_KL";80004;5;"47640";"Maloobchod se sportovním vybavením";"Maloobchod se sportovním vybavením";"01.01.2008";"09.09.9999";"4764"
"CS";"CZ-NACE_KL";80004;4;"4765";"Maloobchod s hrami a hraèkami";"Maloobchod s hrami a hraèkami";"01.01.2008";"09.09.9999";"476"
"CS";"CZ-NACE_KL";80004;5;"47650";"Maloobchod s hrami a hraèkami";"Maloobchod s hrami a hraèkami";"01.01.2008";"09.09.9999";"4765"
"CS";"CZ-NACE_KL";80004;3;"477";"Maloobchod s ostatním zboím ve specializovanıch prodejnách";"Maloobchod s ostatním zboím ve specializovanıch prodejnách";"01.01.2008";"09.09.9999";"47"
"CS";"CZ-NACE_KL";80004;4;"4771";"Maloobchod s odìvy";"Maloobchod s odìvy";"01.01.2008";"09.09.9999";"477"
"CS";"CZ-NACE_KL";80004;5;"47710";"Maloobchod s odìvy";"Maloobchod s odìvy";"01.01.2008";"09.09.9999";"4771"
"CS";"CZ-NACE_KL";80004;4;"4772";"Maloobchod s obuví a koenımi vırobky";"Maloobchod s obuví a koenımi vırobky";"01.01.2008";"09.09.9999";"477"
"CS";"CZ-NACE_KL";80004;5;"47720";"Maloobchod s obuví a koenımi vırobky";"Maloobchod s obuví a koenımi vırobky";"01.01.2008";"09.09.9999";"4772"
"CS";"CZ-NACE_KL";80004;4;"4773";"Maloobchod s farmaceutickımi pøípravky";"Maloobchod s farmaceutickımi pøípravky";"01.01.2008";"09.09.9999";"477"
"CS";"CZ-NACE_KL";80004;5;"47730";"Maloobchod s farmaceutickımi pøípravky";"Maloobchod s farmaceutickımi pøípravky";"01.01.2008";"09.09.9999";"4773"
"CS";"CZ-NACE_KL";80004;4;"4774";"Maloobchod se zdravotnickımi a ortopedickımi vırobky";"Maloobchod se zdravotnickımi a ortopedickımi vırobky";"01.01.2008";"09.09.9999";"477"
"CS";"CZ-NACE_KL";80004;5;"47740";"Maloobchod se zdravotnickımi a ortopedickımi vırobky";"Maloobchod se zdravotnickımi a ortopedickımi vırobky";"01.01.2008";"09.09.9999";"4774"
"CS";"CZ-NACE_KL";80004;4;"4775";"Maloobchod s kosmetickımi a toaletními vırobky";"Maloobchod s kosmetickımi a toaletními vırobky";"01.01.2008";"09.09.9999";"477"
"CS";"CZ-NACE_KL";80004;5;"47750";"Maloobchod s kosmetickımi a toaletními vırobky";"Maloobchod s kosmetickımi a toaletními vırobky";"01.01.2008";"09.09.9999";"4775"
"CS";"CZ-NACE_KL";80004;4;"4776";"MO s kvìtinami, rostlinami, zvíøaty pro zájmovı chov, krmivy";"Maloobchod s kvìtinami, rostlinami, osivy, hnojivy, zvíøaty pro zájmovı chov a krmivy pro nì";"01.01.2008";"09.09.9999";"477"
"CS";"CZ-NACE_KL";80004;5;"47760";"MO s kvìtinami, rostlinami, zvíøaty pro zájmovı chov, krmivy";"Maloobchod s kvìtinami, rostlinami, osivy, hnojivy, zvíøaty pro zájmovı chov a krmivy pro nì";"01.01.2008";"09.09.9999";"4776"
"CS";"CZ-NACE_KL";80004;4;"4777";"Maloobchod s hodinami, hodinkami a klenoty";"Maloobchod s hodinami, hodinkami a klenoty";"01.01.2008";"09.09.9999";"477"
"CS";"CZ-NACE_KL";80004;5;"47770";"Maloobchod s hodinami, hodinkami a klenoty";"Maloobchod s hodinami, hodinkami a klenoty";"01.01.2008";"09.09.9999";"4777"
"CS";"CZ-NACE_KL";80004;4;"4778";"Ostatní maloobchod s novım zboím ve specializ. prodejnách";"Ostatní maloobchod s novım zboím ve specializovanıch prodejnách";"01.01.2008";"09.09.9999";"477"
"CS";"CZ-NACE_KL";80004;5;"47781";"Maloobchod s fotografickım a optickım zaøízením a potøebami";"Maloobchod s fotografickım a optickım zaøízením a potøebami";"01.01.2008";"09.09.9999";"4778"
"CS";"CZ-NACE_KL";80004;5;"47782";"Maloobchod s pevnımi palivy";"Maloobchod s pevnımi palivy";"01.01.2008";"09.09.9999";"4778"
"CS";"CZ-NACE_KL";80004;5;"47783";"Maloobchod s kapalnımi palivy (kromì pohonnıch hmot)";"Maloobchod s kapalnımi palivy (kromì pohonnıch hmot)";"01.01.2008";"09.09.9999";"4778"
"CS";"CZ-NACE_KL";80004;5;"47784";"Maloobchod s plynnımi palivy (kromì pohonnıch hmot)";"Maloobchod s plynnımi palivy (kromì pohonnıch hmot)";"01.01.2008";"09.09.9999";"4778"
"CS";"CZ-NACE_KL";80004;5;"47789";"Ostatní MO s novım zboím ve specializ. prodejnách j. n.";"Ostatní maloobchod s novım zboím ve specializovanıch prodejnách j. n.";"01.01.2008";"09.09.9999";"4778"
"CS";"CZ-NACE_KL";80004;4;"4779";"Maloobchod s pouitım zboím v prodejnách";"Maloobchod s pouitım zboím v prodejnách";"01.01.2008";"09.09.9999";"477"
"CS";"CZ-NACE_KL";80004;5;"47790";"Maloobchod s pouitım zboím v prodejnách";"Maloobchod s pouitım zboím v prodejnách";"01.01.2008";"09.09.9999";"4779"
"CS";"CZ-NACE_KL";80004;3;"478";"Maloobchod ve stáncích a na trzích";"Maloobchod ve stáncích a na trzích";"01.01.2008";"09.09.9999";"47"
"CS";"CZ-NACE_KL";80004;4;"4781";"MO s potravinami,nápoji,tabák.vırobky ve stáncích,na trzích";"Maloobchod s potravinami, nápoji a tabákovımi vırobky ve stáncích a na trzích";"01.01.2008";"09.09.9999";"478"
"CS";"CZ-NACE_KL";80004;5;"47810";"MO s potravinami,nápoji,tabák.vırobky ve stáncích,na trzích";"Maloobchod s potravinami, nápoji a tabákovımi vırobky ve stáncích a na trzích";"01.01.2008";"09.09.9999";"4781"
"CS";"CZ-NACE_KL";80004;4;"4782";"Maloobchod s textilem, odìvy a obuví ve stáncích a na trzích";"Maloobchod s textilem, odìvy a obuví ve stáncích a na trzích";"01.01.2008";"09.09.9999";"478"
"CS";"CZ-NACE_KL";80004;5;"47820";"Maloobchod s textilem, odìvy a obuví ve stáncích a na trzích";"Maloobchod s textilem, odìvy a obuví ve stáncích a na trzích";"01.01.2008";"09.09.9999";"4782"
"CS";"CZ-NACE_KL";80004;4;"4789";"Maloobchod s ostatním zboím ve stáncích a na trzích";"Maloobchod s ostatním zboím ve stáncích a na trzích";"01.01.2008";"09.09.9999";"478"
"CS";"CZ-NACE_KL";80004;5;"47890";"Maloobchod s ostatním zboím ve stáncích a na trzích";"Maloobchod s ostatním zboím ve stáncích a na trzích";"01.01.2008";"09.09.9999";"4789"
"CS";"CZ-NACE_KL";80004;3;"479";"Maloobchod mimo prodejny, stánky a trhy";"Maloobchod mimo prodejny, stánky a trhy";"01.01.2008";"09.09.9999";"47"
"CS";"CZ-NACE_KL";80004;4;"4791";"Maloobchod prostøednictvím internetu nebo zásilkové sluby";"Maloobchod prostøednictvím internetu nebo zásilkové sluby";"01.01.2008";"09.09.9999";"479"
"CS";"CZ-NACE_KL";80004;5;"47911";"Maloobchod prostøednictvím internetu";"Maloobchod prostøednictvím internetu";"01.01.2008";"09.09.9999";"4791"
"CS";"CZ-NACE_KL";80004;5;"47912";"Maloobchod prostø. zásilkové sluby (jinı ne pøes internet)";"Maloobchod prostøednictvím zásilkové sluby (jinı ne prostøednictvím internetu)";"01.01.2008";"09.09.9999";"4791"
"CS";"CZ-NACE_KL";80004;4;"4799";"Ostatní maloobchod mimo prodejny, stánky a trhy";"Ostatní maloobchod mimo prodejny, stánky a trhy";"01.01.2008";"09.09.9999";"479"
"CS";"CZ-NACE_KL";80004;5;"47990";"Ostatní maloobchod mimo prodejny, stánky a trhy";"Ostatní maloobchod mimo prodejny, stánky a trhy";"01.01.2008";"09.09.9999";"4799"
"CS";"CZ-NACE_KL";80004;1;"H";"Doprava a skladování";"Doprava a skladování";"01.01.2008";"09.09.9999";
"CS";"CZ-NACE_KL";80004;2;"49";"Pozemní a potrubní doprava";"Pozemní a potrubní doprava";"01.01.2008";"09.09.9999";"H"
"CS";"CZ-NACE_KL";80004;3;"491";"eleznièní osobní doprava mezimìstská";"eleznièní osobní doprava mezimìstská";"01.01.2008";"09.09.9999";"49"
"CS";"CZ-NACE_KL";80004;4;"4910";"eleznièní osobní doprava mezimìstská";"eleznièní osobní doprava mezimìstská";"01.01.2008";"09.09.9999";"491"
"CS";"CZ-NACE_KL";80004;5;"49100";"eleznièní osobní doprava mezimìstská";"eleznièní osobní doprava mezimìstská";"01.01.2008";"09.09.9999";"4910"
"CS";"CZ-NACE_KL";80004;3;"492";"eleznièní nákladní doprava";"eleznièní nákladní doprava";"01.01.2008";"09.09.9999";"49"
"CS";"CZ-NACE_KL";80004;4;"4920";"eleznièní nákladní doprava";"eleznièní nákladní doprava";"01.01.2008";"09.09.9999";"492"
"CS";"CZ-NACE_KL";80004;5;"49200";"eleznièní nákladní doprava";"eleznièní nákladní doprava";"01.01.2008";"09.09.9999";"4920"
"CS";"CZ-NACE_KL";80004;3;"493";"Ostatní pozemní osobní doprava";"Ostatní pozemní osobní doprava";"01.01.2008";"09.09.9999";"49"
"CS";"CZ-NACE_KL";80004;4;"4931";"Mìstská a pøímìstská pozemní osobní doprava";"Mìstská a pøímìstská pozemní osobní doprava";"01.01.2008";"09.09.9999";"493"
"CS";"CZ-NACE_KL";80004;5;"49310";"Mìstská a pøímìstská pozemní osobní doprava";"Mìstská a pøímìstská pozemní osobní doprava";"01.01.2008";"09.09.9999";"4931"
"CS";"CZ-NACE_KL";80004;4;"4932";"Taxisluba a pronájem osobních vozù s øidièem";"Taxisluba a pronájem osobních vozù s øidièem";"01.01.2008";"09.09.9999";"493"
